公司代號,年度,公司簡稱,產業類別,今年ROA,去年ROA,營業現金流,稅後淨利,今年非流動負債,去年非流動負債,今年流動比率,去年流動比率,今年毛利率,去年毛利率,今年資產周轉率,去年資產周轉率,皮氏分數
2483,2019,百容,電子零組件業,4.53,4.33,10461750.0,343578.0,215015.0,298980.0,144.14,168.41,0.199,0.426,0.48,0.52,5
2484,2019,希華,電子零組件業,3.14,6.43,31684509.36,233980.0,550464.0,587446.0,415.69,427.52,0.205,0.416,0.57,0.65,4
2485,2019,兆赫,通信網路業,-1.46,3.19,42676833.92,-60046.0,211299.0,230169.0,348.98,333.09,0.063,0.128,0.93,0.86,5
2486,2019,一詮,光電業,-2.62,-1.3,12471000.0,-201108.0,374766.0,351211.0,128.35,134.82,0.087,0.178,0.6,0.6,2
2488,2019,漢平,其他電子業,9.3,8.99,23709540.18,418548.0,276174.0,266139.0,329.76,327.65,0.232,0.375,0.83,0.78,6
2489,2019,瑞軒,光電業,0.07,1.02,-102384885.44000001,307167.0,538994.0,609911.0,264.77,231.22,0.139,0.172,0.88,0.79,4
2491,2019,吉祥全,光電業,53.36,-1.08,-7174989.72,386.0,24007.0,28691.0,971.01,43.22,0.257,0.42,0.16,0.17,4
2492,2019,華新科,電子零組件業,11.56,41.85,1312040810.8799999,12341673.0,7283821.0,4919217.0,178.16,172.23,0.388,1.287,0.48,0.96,4
2493,2019,揚博,電子零組件業,6.69,10.21,37887940.95,373859.0,126181.0,108930.0,298.05,289.02,0.27,0.501,0.73,0.71,5
2495,2019,普安,其他電子業,4.08,2.52,21649524.96,446114.0,89605.0,75093.0,486.62,565.82,0.455,0.669,0.27,0.28,4
2496,2019,卓越,其他,5.86,9.92,19820937.110000003,114578.0,183860.0,5744.0,56.86,69.75,0.442,0.846,0.62,0.71,3
2497,2019,怡利電,汽車工業,0.47,-7.53,6452472.0,58044.0,385216.0,301607.0,138.46,132.22,0.24,0.242,0.77,0.67,6
2498,2019,宏達電,通信網路業,-15.6,17.91,-917013848.68,-14181798.0,461473.0,173851.0,206.0,217.0,0.177,0.025,0.17,0.35,1
2501,2019,國建,建材營造,2.95,8.48,228314880.0,1037830.0,9435080.0,4652062.0,164.76,173.24,0.251,0.591,0.23,0.28,3
2504,2019,國產,建材營造,3.54,2.02,77954790.96,1259951.0,5613214.0,4106880.0,149.72,113.68,0.064,0.128,0.52,0.53,5
2505,2019,國揚,建材營造,0.74,0.01,0.0,-36623.0,87890.0,2827.0,164.67,173.79,0.25,0.173,0.11,0.05,5
2506,2019,太設,建材營造,0.29,2.25,-35321183.839999996,-111666.0,2229797.0,2455588.0,161.04,179.23,0.473,1.163,0.05,0.11,2
2509,2019,全坤建,建材營造,5.82,12.48,-19298331.69,958117.0,1364868.0,50627.0,241.83,187.01,0.433,0.58,0.2,0.45,2
2511,2019,太子,建材營造,2.27,2.8,372630171.24,1694178.0,19505807.0,16374081.0,265.82,306.9,0.276,0.416,0.23,0.23,3
2514,2019,龍邦,其他,6.2,0.62,-159237001.44,1316834.0,3432058.0,2605617.0,246.2,930.36,0.053,0.016,0.59,0.0,4
2515,2019,中工,建材營造,1.04,1.04,9442095.6,537988.0,6634536.0,5670448.0,213.6,215.32,0.109,0.138,0.29,0.28,4
2516,2019,新建,建材營造,0.86,1.22,27789453.09,34881.0,95036.0,129177.0,118.99,101.75,0.019,0.03,0.87,0.82,6
2520,2019,冠德,建材營造,3.56,2.02,319772845.4,1256386.0,9562171.0,6697580.0,143.06,140.27,0.253,0.399,0.29,0.29,5
2524,2019,京城,建材營造,5.26,1.85,0.0,2459226.0,7393196.0,6149410.0,228.55,208.67,0.504,0.419,0.17,0.1,5
2527,2019,宏璟,建材營造,4.42,2.62,408286282.52,775868.0,2752402.0,4785559.0,143.45,151.63,0.256,0.265,0.36,0.22,6
2528,2019,皇普,建材營造,-1.24,-1.62,0.0,-109626.0,4945639.0,3137324.0,968.97,960.99,0.337,1.341,0.0,0.05,3
2530,2019,華建,建材營造,-1.11,0.82,0.0,-79586.0,12328.0,742686.0,282.31,552.98,0.68,28.736,0.0,0.22,2
2534,2019,宏盛,建材營造,4.84,9.83,424629458.82,1917836.0,6189809.0,1903293.0,195.01,142.46,0.36,1.284,0.19,0.25,4
2535,2019,達欣工,建材營造,3.73,3.44,0.0,951555.0,1637583.0,3006033.0,193.71,198.68,0.114,0.2,0.62,0.85,3
2536,2019,宏普,建材營造,3.63,2.78,-275122808.19,524247.0,10815.0,7252.0,250.01,354.49,0.251,0.496,0.16,0.23,2
2537,2019,聯上發,建材營造,-2.92,0.8,0.0,-124893.0,734089.0,690503.0,200.22,221.37,0.082,0.391,0.09,0.23,1
2538,2019,基泰,建材營造,-0.81,0.97,-54229869.91,107421.0,3099990.0,3118550.0,150.48,161.47,0.528,0.897,0.01,0.01,1
2539,2019,櫻花建,建材營造,11.38,3.81,149634462.60000002,765748.0,1772977.0,1357407.0,291.23,228.73,0.291,0.347,0.54,0.3,6
2540,2019,愛山林,建材營造,2.77,2.51,0.0,187734.0,2263224.0,1060111.0,165.82,151.2,0.326,0.618,0.18,0.16,4
2542,2019,興富發,建材營造,3.02,7.4,-1025321466.32,5979798.0,35822007.0,29139579.0,165.9,186.49,0.299,0.848,0.17,0.34,1
2543,2019,皇昌,建材營造,0.67,-8.76,39785883.72,-8287.0,726460.0,87710.0,123.16,130.5,0.037,-0.028,0.79,0.77,6
2545,2019,皇翔,建材營造,0.79,2.85,42128215.800000004,-207830.0,11023598.0,10448319.0,128.9,136.82,0.317,0.788,0.08,0.08,3
2546,2019,根基,建材營造,5.3,6.02,136013776.5,734996.0,108201.0,82035.0,142.02,149.81,0.075,0.103,1.5,1.68,3
2547,2019,日勝生,建材營造,2.06,6.68,0.0,299665.0,28370156.0,20053394.0,105.61,95.59,0.459,2.05,0.12,0.51,2
2548,2019,華固,建材營造,8.4,2.56,617036334.88,3753367.0,4871470.0,4624034.0,218.26,173.13,0.27,0.151,0.51,0.12,7
2597,2019,潤弘,建材營造,7.11,7.73,60505730.64,673247.0,1978321.0,1596418.0,129.05,138.56,0.119,0.217,1.1,0.89,4
2601,2019,益航,貿易百貨,6.66,1.65,208479837.12,3006877.0,14015235.0,9053224.0,78.74,92.2,0.671,1.161,0.22,0.23,4
2603,2019,長榮,航運業,1.61,0.74,1979628892.8,584028.0,169551148.0,107982134.0,104.49,135.63,0.077,0.049,0.71,0.79,5
2605,2019,新興,航運業,1.57,1.08,186264794.62,-656844.0,4522731.0,4518033.0,254.34,203.71,0.001,0.157,18.09,15.61,6
2606,2019,裕民,航運業,3.37,3.71,451903442.09999996,1207153.0,20636673.0,18213684.0,179.25,137.83,0.137,0.264,0.16,0.2,4
2607,2019,榮運,航運業,3.07,3.18,273778381.5,1265383.0,9485576.0,8269749.0,226.44,250.82,0.16,0.26,0.23,0.23,3
2608,2019,嘉里大榮,航運業,8.1,8.45,268290767.7,2050090.0,7795315.0,3682644.0,104.97,110.33,0.187,0.273,0.64,0.71,3
2609,2019,陽明,航運業,-0.49,-3.51,1119637277.1200001,-5484084.0,112670336.0,72181727.0,58.48,72.93,0.041,-0.024,0.9,1.04,4
2610,2019,華航,航運業,0.76,1.48,3752677552.0499997,-526893.0,156564335.0,109139606.0,67.87,86.67,0.105,0.167,0.64,0.75,3
2611,2019,志信,航運業,-2.31,1.54,11579402.58,131531.0,836781.0,232521.0,143.0,150.47,0.248,0.397,0.2,0.22,2
2612,2019,中航,航運業,2.54,3.48,134992077.0,592963.0,6912556.0,7897903.0,127.31,175.62,0.236,0.397,0.19,0.19,4
2613,2019,中櫃,航運業,0.68,1.35,55735007.79000001,-18449.0,7108125.0,2243142.0,83.19,90.33,0.101,0.149,0.32,0.45,3
2614,2019,東森,貿易百貨,3.12,9.81,129670909.28999999,66165.0,6251445.0,2978133.0,145.57,136.25,0.248,2.846,0.2,1.21,4
2615,2019,萬海,航運業,5.03,2.07,802163694.15,5249744.0,34533592.0,21392140.0,164.54,113.56,0.1,0.108,0.89,0.87,6
2616,2019,山隆,油電燃氣業,4.57,3.37,-4940500.0600000005,470833.0,2337928.0,907535.0,100.43,97.19,0.084,0.139,2.02,2.56,3
2617,2019,台航,航運業,4.47,6.87,139434723.6,879157.0,4366773.0,3776103.0,314.88,133.62,0.263,0.446,0.21,0.22,4
2618,2019,長榮航,航運業,3.07,3.76,3715648095.05,8355973.0,195667963.0,110151292.0,93.64,124.74,0.134,0.205,0.61,0.77,3
2630,2019,亞航,航運業,1.44,0.71,-62001379.89000001,57687.0,1183858.0,324873.0,192.1,176.72,0.102,0.114,0.98,0.97,4
2633,2019,台灣高鐵,航運業,3.35,4.25,2854699211.8799996,12675678.0,358703427.0,349830010.0,321.64,165.02,0.465,0.717,0.11,0.1,5
2634,2019,漢翔,航運業,4.76,5.97,1357254.57,2715176.0,11974499.0,3880330.0,165.83,133.06,0.126,0.215,0.66,0.76,3
2636,2019,台驊投控,航運業,4.79,6.94,80242075.44,344462.0,538645.0,284780.0,147.01,157.8,0.18,0.295,1.93,2.14,3
2637,2019,慧洋-KY,航運業,4.57,4.07,655336376.0500001,3539165.0,42206905.0,48752324.0,33.38,27.65,0.261,0.413,0.16,0.15,7
2642,2019,宅配通,航運業,5.42,2.84,47306941.92,240745.0,978339.0,26555.0,200.66,220.84,0.168,0.229,1.24,1.39,4
2701,2019,萬企,觀光事業,4.53,3.94,13329359.1,587946.0,1110082.0,1066573.0,1058.9,1017.81,0.595,0.948,0.04,0.04,5
2702,2019,華園,觀光事業,2.28,5.81,28141681.68,-2313.0,3401101.0,3005490.0,74.88,154.37,0.845,1.119,0.22,0.21,4
2704,2019,國賓,觀光事業,3.26,3.58,43934094.480000004,620731.0,312713.0,199662.0,331.79,285.91,0.408,0.721,0.24,0.26,4
2705,2019,六福,觀光事業,-3.93,-14.05,-5127807.8,-1037194.0,6923900.0,3316893.0,18.31,44.04,0.124,0.526,0.19,0.38,1
2706,2019,第一店,觀光事業,5.03,4.33,15388391.52,823182.0,1337186.0,1266199.0,2076.14,1919.77,0.754,1.162,0.03,0.03,5
2707,2019,晶華,觀光事業,15.24,18.57,235211709.52999997,2104726.0,5195188.0,383866.0,108.09,79.96,0.338,0.572,0.68,0.87,4
2712,2019,遠雄來,觀光事業,-0.95,-1.99,3976900.2,-36428.0,15585.0,22460.0,44.72,28.51,0.243,0.246,0.29,0.25,6
2722,2019,夏都,觀光事業,1.63,0.96,19125415.900000002,25005.0,272211.0,242311.0,66.95,66.69,0.373,0.472,0.3,0.29,6
2723,2019,美食-KY,觀光事業,5.67,10.5,454598099.5,1619164.0,5454043.0,578387.0,103.99,136.38,0.599,1.033,1.02,1.49,3
2727,2019,王品,觀光事業,3.72,4.2,251009971.86999997,588137.0,1808051.0,350979.0,85.55,128.84,0.453,0.759,1.27,1.72,3
2731,2019,雄獅,觀光事業,3.55,4.11,133941492.24000001,475318.0,1707993.0,154045.0,122.63,138.0,0.108,0.18,3.97,4.58,3
2739,2019,寒舍,觀光事業,3.19,3.14,104704941.25,74073.0,11774625.0,190536.0,58.81,58.59,0.389,0.573,0.47,1.2,5
2748,2019,雲品,觀光事業,6.06,9.22,69336367.82000001,292586.0,2303754.0,1010628.0,29.48,54.38,0.306,0.35,0.66,0.72,3
2801,2019,彰銀,金融保險業,0.55,0.61,0.0,18117764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1
2809,2019,京城銀,金融保險業,1.21,1.04,0.0,4626062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2
2812,2019,台中銀,金融保險業,0.63,0.59,0.0,6261573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2
2816,2019,旺旺保,金融保險業,4.02,3.59,0.0,1268553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,2
2820,2019,華票,金融保險業,0.63,0.64,0.0,1894719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1
2823,2019,中壽,金融保險業,0.73,0.64,0.0,23205379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2832,2019,台產,金融保險業,3.81,3.12,0.0,1141126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,3
2834,2019,臺企銀,金融保險業,0.4,0.48,0.0,10966729.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.44,1
2836,2019,高雄銀,金融保險業,0.29,0.18,0.0,1112980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2
2838,2019,聯邦銀,金融保險業,0.5,0.49,0.0,4664519.0,0.0,0.0,160.84,261.21,0.0,0.0,0.02,0.02,2
2841,2019,台開,建材營造,1.22,1.51,-106393227.0,296790.0,9012138.0,7837603.0,100.69,103.59,0.537,0.747,0.01,0.01,1
2845,2019,遠東銀,金融保險業,0.57,0.59,0.0,6368181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1
2849,2019,安泰銀,金融保險業,0.67,0.71,0.0,3357369.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,2.07,2
2850,2019,新產,金融保險業,4.56,5.44,0.0,2052974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.45,1
2851,2019,中再保,金融保險業,2.89,2.85,0.0,2017601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.4,3
2852,2019,第一保,金融保險業,3.68,3.2,0.0,1123712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.4,2
2855,2019,統一證,金融保險業,3.37,1.98,0.0,3718220.0,167368.0,31938.0,130.89,145.42,0.0,0.0,0.0,0.0,2
2867,2019,三商壽,金融保險業,0.47,-0.01,0.0,5212666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2880,2019,華南金,金融保險業,0.59,0.56,0.0,25658895.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.75,2
2881,2019,富邦金,金融保險業,0.73,0.65,0.0,94371974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2
2882,2019,國泰金,金融保險業,0.86,0.77,0.0,99836018.0,0.0,0.0,1814.92,1443.52,0.0,0.0,0.06,0.05,4
2883,2019,開發金,金融保險業,0.68,0.5,0.0,33980104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,2
2884,2019,玉山金,金融保險業,0.84,0.78,0.0,31310920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2
2885,2019,元大金,金融保險業,0.94,0.9,0.0,36319505.0,0.0,0.0,178.1,160.51,0.0,0.0,0.04,0.04,3
2886,2019,兆豐金,金融保險業,0.8,0.79,0.0,45734076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2887,2019,台新金,金融保險業,0.76,0.75,0.0,24542153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2
2888,2019,新光金,金融保險業,0.44,0.3,0.0,35323365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,2
2889,2019,國票金,金融保險業,1.57,1.14,0.0,4649004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2
2890,2019,永豐金,金融保險業,1.56,1.27,0.0,19821452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2
2891,2019,中信金,金融保險業,0.72,0.65,0.0,69647383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,2
2892,2019,第一金,金融保險業,0.63,0.62,0.0,30100473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2897,2019,王道銀行,金融保險業,0.36,0.35,0.0,3673753.0,0.0,0.0,103.91,96.14,0.0,0.0,1.48,1.42,4
2901,2019,欣欣,貿易百貨,3.29,3.17,4348219.2,40192.0,71060.0,77178.0,840.07,766.56,0.875,1.541,0.14,0.14,6
2903,2019,遠百,貿易百貨,2.14,1.91,788423774.54,2720658.0,43939597.0,19425181.0,43.52,53.72,0.53,0.92,0.28,0.37,4
2904,2019,匯僑,其他,10.29,9.69,29364799.2,205267.0,179771.0,97286.0,94.48,129.86,0.476,0.644,0.37,0.38,4
2905,2019,三商,貿易百貨,0.58,0.05,0.0,7883988.0,1224519214.0,1121371279.0,1231.66,1237.39,0.0,0.0,0.19,0.2,2
2906,2019,高林,貿易百貨,2.44,2.26,35159160.089999996,229935.0,1300168.0,246417.0,161.88,149.12,0.241,0.367,0.85,0.91,5
2908,2019,特力,貿易百貨,1.56,2.1,224254079.28,-49527.0,17202047.0,6531886.0,112.99,110.87,0.277,0.45,1.23,1.63,4
2910,2019,統領,貿易百貨,2.19,1.86,39904812.0,181936.0,2301932.0,2123470.0,91.78,79.09,0.554,0.874,0.09,0.07,6
2911,2019,麗嬰房,貿易百貨,-6.65,-1.42,12481944.030000001,-545753.0,843484.0,366164.0,133.81,163.88,0.429,0.925,0.91,1.02,2
2912,2019,統一超,貿易百貨,8.11,8.86,2883597300.64,18851534.0,72551603.0,15557838.0,95.97,111.06,0.344,0.554,1.59,1.83,3
2913,2019,農林,貿易百貨,-0.35,0.0,0.0,-21570.0,8213526.0,7705343.0,179.94,221.43,0.417,0.649,0.01,0.01,1
2915,2019,潤泰全,貿易百貨,10.47,21.98,0.0,18513718.0,31025833.0,25479486.0,728.43,434.57,0.254,4.138,0.04,0.15,2
2923,2019,鼎固-KY,建材營造,7.37,1.93,-213049014.75,26015655.0,53724801.0,47742241.0,393.5,381.99,0.512,1.012,0.05,0.06,3
2929,2019,淘帝-KY,貿易百貨,14.04,12.32,114800508.55,1485214.0,341290.0,303710.0,366.47,245.19,0.392,0.645,0.87,0.86,6
2936,2019,客思達-KY,貿易百貨,0.01,-0.16,51556517.730000004,-56949.0,1373331.0,129429.0,177.47,218.83,0.29,0.444,2.13,2.32,4
2939,2019,凱羿-KY,貿易百貨,12.53,25.27,27189503.77,418720.0,43553.0,195.0,530.87,475.22,0.28,0.631,1.17,1.53,4
3002,2019,歐格,電腦及週邊設備業,3.5,-1.51,2931881.04,97444.0,325280.0,311736.0,844.09,968.5,0.287,0.442,0.35,0.36,4
3003,2019,健和興,電子零組件業,6.84,7.94,78156022.23,660858.0,510401.0,521908.0,345.82,378.86,0.312,0.572,0.55,0.57,4
3004,2019,豐達科,鋼鐵工業,7.82,7.47,52870539.31999999,515783.0,1934144.0,1827392.0,127.71,126.37,0.303,0.404,0.59,0.53,6
3005,2019,神基,電腦及週邊設備業,8.18,9.05,348404494.89,2951919.0,3593374.0,2807124.0,179.49,187.68,0.274,0.432,0.92,0.92,3
3006,2019,晶豪科,半導體業,4.94,7.24,184945758.4,595278.0,113596.0,33194.0,313.85,305.69,0.129,0.333,1.15,1.16,4
3008,2019,大立光,光電業,19.73,19.61,2562974820.8,36829278.0,277530.0,117874.0,411.16,406.35,0.674,1.048,0.42,0.4,6
3010,2019,華立,電子通路業,5.35,5.62,179857195.0,2301472.0,6012221.0,4029848.0,161.59,157.24,0.077,0.135,1.65,1.79,4
3011,2019,今皓,電子零組件業,-4.58,-1.72,2656656.1,-118924.0,105295.0,65064.0,181.41,179.6,0.105,0.177,0.76,0.77,3
3013,2019,晟銘電,電腦及週邊設備業,3.29,3.14,20334754.02,123710.0,324315.0,293451.0,163.96,157.17,0.08,0.111,1.22,1.21,6
3014,2019,聯陽,半導體業,10.48,9.89,96957254.68,707551.0,196443.0,121756.0,321.06,357.44,0.532,0.882,0.71,0.68,5
3015,2019,全漢,電子零組件業,1.08,0.69,38751226.8,36394.0,584840.0,81229.0,163.02,168.58,0.097,0.182,0.91,1.06,4
3016,2019,嘉晶,半導體業,0.41,8.08,39489886.8,80937.0,1157811.0,312000.0,280.81,187.64,0.078,0.311,0.64,0.84,4
3017,2019,奇鋐,電腦及週邊設備業,3.42,2.94,245799144.42,1240398.0,5638624.0,5083313.0,125.85,132.31,0.112,0.164,1.11,0.99,5
3018,2019,同開,其他電子業,-14.34,-8.79,15409599.790000001,-135211.0,47653.0,70865.0,117.55,160.16,0.086,0.223,0.64,0.79,3
3019,2019,亞光,光電業,6.62,7.24,194077447.48,2067917.0,240995.0,202465.0,398.61,341.94,0.191,0.333,0.88,0.92,4
3021,2019,鴻名,電子零組件業,6.12,6.06,25664738.0,206863.0,45214.0,5257.0,1.67,1.73,0.222,0.375,1.07,1.1,4
3022,2019,威強電,電腦及週邊設備業,6.65,8.2,155700696.04000002,1363769.0,822489.0,735790.0,326.07,318.85,0.347,0.531,0.59,0.57,5
3023,2019,信邦,電子零組件業,10.95,10.53,169494766.97,2613784.0,564497.0,423332.0,153.79,162.74,0.257,0.359,1.14,1.17,4
3024,2019,憶聲,光電業,1.58,4.19,25669980.96,118439.0,248044.0,251855.0,150.23,151.21,0.248,0.429,0.35,0.39,4
3025,2019,星通,通信網路業,5.24,0.13,-984331.92,41541.0,91360.0,42757.0,639.82,647.68,0.54,0.659,0.57,0.59,2
3026,2019,禾伸堂,電子零組件業,4.69,20.37,153352386.0,1521560.0,245988.0,185067.0,237.57,256.63,0.232,0.686,1.03,1.12,3
3027,2019,盛達,通信網路業,-0.5,7.87,0.0,-12414.0,309516.0,236854.0,319.31,290.78,0.351,0.663,0.29,0.36,2
3028,2019,增你強,電子通路業,2.48,3.61,226480270.09,418110.0,188033.0,181561.0,139.77,131.29,0.06,0.111,1.74,1.95,4
3029,2019,零壹,資訊服務業,7.29,6.3,45923390.46,504982.0,27685.0,23115.0,180.41,174.47,0.101,0.129,1.85,1.66,6
3030,2019,德律,其他電子業,14.42,16.99,135820468.29999998,1493438.0,239789.0,166178.0,450.36,441.49,0.569,1.037,0.67,0.76,4
3031,2019,佰鴻,光電業,6.91,2.57,27135923.2,301115.0,130511.0,53650.0,362.96,392.67,0.236,0.313,0.51,0.48,5
3032,2019,偉訓,電子零組件業,4.41,5.88,73423972.44,505317.0,87150.0,22168.0,138.14,138.9,0.15,0.208,0.92,0.92,3
3033,2019,威健,電子通路業,2.45,3.97,304972753.59,467388.0,614052.0,467143.0,131.89,130.16,0.063,0.127,1.97,2.07,4
3034,2019,聯詠,半導體業,16.77,14.47,714664051.5300001,12187587.0,982425.0,787482.0,296.55,241.86,0.322,0.417,1.35,1.23,6
3035,2019,智原,半導體業,4.72,3.8,85368215.54,536498.0,360179.0,237180.0,241.58,248.77,0.552,0.852,0.73,0.71,5
3036,2019,文曄,電子通路業,3.42,4.13,286835966.27,3216435.0,2205787.0,732917.0,127.06,124.69,0.034,0.057,3.43,3.24,5
3037,2019,欣興,電子零組件業,3.54,2.23,1027540186.1999999,3347908.0,25643812.0,19320891.0,137.99,126.4,0.128,0.15,0.77,0.73,6
3038,2019,全台,光電業,7.63,3.52,39596724.31,413533.0,156644.0,488310.0,193.07,250.28,0.189,0.197,1.16,0.81,6
3040,2019,遠見,其他,5.77,4.59,10221125.02,124513.0,93321.0,102215.0,1081.85,810.64,0.608,0.962,0.13,0.11,7
3041,2019,揚智,半導體業,-7.5,-15.72,-352441.65,-505050.0,11242.0,6746.0,382.15,375.03,0.34,0.419,0.48,0.5,3
3042,2019,晶技,電子零組件業,5.32,5.09,166364915.31,740725.0,1874500.0,1722026.0,284.1,340.73,0.226,0.394,0.65,0.63,5
3043,2019,科風,其他電子業,7.42,0.96,3989578.18,154171.0,46272.0,44576.0,76.79,69.18,0.227,0.351,0.99,0.87,6
3044,2019,健鼎,電子零組件業,8.71,7.34,1045358297.55,7818338.0,2784297.0,2328162.0,151.88,140.99,0.194,0.293,0.76,0.73,6
3045,2019,台灣大,通信網路業,8.83,9.77,3021773023.7200003,20083986.0,35220728.0,37789829.0,67.17,69.4,0.272,0.485,0.8,0.77,5
3046,2019,建碁,電腦及週邊設備業,-11.25,-0.63,-14891611.39,20983.0,150320.0,101508.0,139.83,176.21,0.286,0.46,1.21,1.14,1
3047,2019,訊舟,通信網路業,2.69,2.26,61837872.95,346764.0,1577543.0,1472491.0,156.47,141.01,0.25,0.46,0.81,1.02,5
3048,2019,益登,電子通路業,5.19,4.73,138042632.7,431804.0,928948.0,783047.0,121.91,123.47,0.031,0.048,5.34,5.02,5
3049,2019,和鑫,光電業,6.8,1.78,225212208.69,1526429.0,6030615.0,6873130.0,95.26,70.3,0.362,0.203,0.26,0.17,8
3050,2019,鈺德,光電業,2.92,2.02,34005187.199999996,259163.0,1930773.0,1269044.0,184.05,206.49,0.374,0.369,0.2,0.22,5
3051,2019,力特,光電業,-0.69,-0.05,22848570.47,-346636.0,5675363.0,5306659.0,111.4,111.88,0.161,0.333,0.28,0.27,3
3052,2019,夆典,建材營造,2.17,-1.09,243717447.05,-111986.0,512855.0,505281.0,161.24,138.25,0.04,-0.039,0.69,0.1,7
3054,2019,立萬利,半導體業,0.27,0.08,0.0,28376.0,6748.0,4424.0,438.98,1612.83,0.073,0.163,0.12,0.14,2
3055,2019,蔚華科,電子通路業,0.68,2.4,-131676499.08,35212.0,248865.0,131181.0,165.48,278.59,0.211,0.504,0.69,0.88,1
3056,2019,總太,建材營造,3.95,3.31,0.0,349287.0,50373.0,8775.0,147.77,185.33,0.19,0.65,0.31,0.26,3
3057,2019,喬鼎,電腦及週邊設備業,-15.65,-2.55,0.0,-458224.0,181748.0,149992.0,169.09,215.19,0.317,0.863,0.61,0.83,1
3058,2019,立德,電子零組件業,0.52,-3.0,27129777.080000002,-92546.0,500118.0,246593.0,126.93,123.25,0.124,0.213,0.93,1.0,5
3059,2019,華晶科,光電業,0.11,1.24,103017720.54,27672.0,711415.0,1188219.0,222.32,215.57,0.158,0.339,0.41,0.71,5
3060,2019,銘異,電腦及週邊設備業,-8.1,-5.55,-15970772.91,-758233.0,357634.0,493060.0,174.77,176.02,0.009,0.097,0.91,0.99,1
3062,2019,建漢,通信網路業,0.81,2.12,116137626.66,112277.0,700423.0,121135.0,273.57,263.72,0.078,0.156,0.73,1.09,4
3090,2019,日電貿,電子零組件業,7.94,19.94,128791348.55999999,1028103.0,133763.0,375573.0,216.09,220.69,0.174,0.59,1.09,1.33,4
3094,2019,聯傑,半導體業,3.43,3.07,6205106.72,49865.0,80423.0,17942.0,1681.2,2238.89,0.656,1.323,0.2,0.21,4
3130,2019,一零四,資訊服務業,11.49,11.81,47089908.36,419462.0,56184.0,5666.0,217.69,232.18,0.898,1.46,0.65,0.66,3
3138,2019,耀登,通信網路業,5.26,6.28,17238881.45,22463.0,194458.0,79261.0,195.96,243.26,0.395,1.101,0.7,0.74,3
3149,2019,正達,光電業,-0.6,-1.66,28139429.28,-16483.0,859127.0,516646.0,99.65,85.17,-0.021,0.062,0.64,0.8,4
3164,2019,景岳,生技醫療業,3.58,9.98,7451344.659999999,147262.0,34737.0,3843.0,774.3,1213.74,0.677,1.306,0.21,0.3,3
3167,2019,大量,電機機械,4.64,9.96,43674665.0,254189.0,836420.0,850278.0,246.05,236.75,0.285,1.016,0.46,0.84,5
3189,2019,景碩,半導體業,-4.35,1.2,310167246.98,-4550021.0,2024427.0,2676233.0,178.4,189.18,0.084,0.418,0.53,0.56,3
3209,2019,全科,電子通路業,4.41,3.74,135172769.32999998,362716.0,1201100.0,408157.0,151.62,131.77,0.04,0.064,3.51,2.85,6
3229,2019,晟鈦,電子零組件業,-16.56,-6.56,-9385496.68,-196845.0,96984.0,88729.0,223.6,287.29,0.105,0.179,0.59,0.43,1
3231,2019,緯創,電腦及週邊設備業,3.9,3.26,1858867394.38,10998186.0,21346290.0,25692104.0,116.67,114.82,0.045,0.071,2.57,2.67,6
3257,2019,虹冠電,半導體業,5.36,6.26,14606511.12,69481.0,17566.0,583.0,1116.88,863.45,0.368,1.128,0.39,0.43,4
3266,2019,昇陽,建材營造,2.31,0.92,9853198.74,282640.0,464587.0,592775.0,193.76,217.95,0.258,0.512,0.18,0.27,5
3296,2019,勝德,電子零組件業,1.24,4.2,32302055.98,44934.0,35507.0,21174.0,283.9,263.69,0.172,0.232,1.21,1.33,4
